Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;defectFixed;defectType;numberRepairs;phoneType
484;Repair (Complex);SolverC3;1970/01/10 20:11:00.000;1970/01/10 20:57:00.000;Variant 4;4;;;;
484;Test Repair;Tester4;1970/01/10 20:57:00.000;1970/01/10 21:03:00.000;Variant 4;4;true;;0;
484;Archive Repair;System;1970/01/10 21:11:00.000;1970/01/10 21:11:00.000;Variant 4;4;true;;0;
485;Register;System;1970/01/10 21:13:00.000;1970/01/10 21:13:00.000;Variant 2;2;;;;
485;Analyze Defect;Tester3;1970/01/10 21:13:00.000;1970/01/10 21:20:00.000;Variant 2;2;;7;;T2
485;Repair (Complex);SolverC1;1970/01/10 21:23:00.000;1970/01/10 21:35:00.000;Variant 2;2;;;;
485;Test Repair;Tester1;1970/01/10 21:35:00.000;1970/01/10 21:45:00.000;Variant 2;2;true;;0;
485;Inform User;System;1970/01/10 21:44:00.000;1970/01/10 21:44:00.000;Variant 2;2;;;;
485;Archive Repair;System;1970/01/10 21:53:00.000;1970/01/10 21:53:00.000;Variant 2;2;true;;0;
486;Register;System;1970/01/11 23:17:00.000;1970/01/11 23:17:00.000;Variant 4;4;;;;
486;Analyze Defect;Tester3;1970/01/11 23:17:00.000;1970/01/11 23:25:00.000;Variant 4;4;;7;;T1
486;Inform User;System;1970/01/11 23:43:00.000;1970/01/11 23:43:00.000;Variant 4;4;;;;
486;Repair (Complex);SolverC1;1970/01/11 23:47:00.000;1970/01/11 23:57:00.000;Variant 4;4;;;;
486;Test Repair;Tester1;1970/01/11 23:57:00.000;1970/01/12 00:02:00.000;Variant 4;4;true;;0;
486;Archive Repair;System;1970/01/12 00:10:00.000;1970/01/12 00:10:00.000;Variant 4;4;true;;0;
487;Register;System;1970/01/12 07:04:00.000;1970/01/12 07:04:00.000;Variant 1;1;;;;
487;Analyze Defect;Tester6;1970/01/12 07:04:00.000;1970/01/12 07:11:00.000;Variant 1;1;;8;;T2
487;Repair (Complex);SolverC2;1970/01/12 07:30:00.000;1970/01/12 07:49:00.000;Variant 1;1;;;;
487;Inform User;System;1970/01/12 07:49:00.000;1970/01/12 07:49:00.000;Variant 1;1;;;;
487;Test Repair;Tester1;1970/01/12 07:49:00.000;1970/01/12 07:55:00.000;Variant 1;1;true;;0;
487;Archive Repair;System;1970/01/12 08:02:00.000;1970/01/12 08:02:00.000;Variant 1;1;true;;0;
488;Register;System;1970/01/12 03:22:00.000;1970/01/12 03:22:00.000;Variant 3;3;;;;
488;Analyze Defect;Tester6;1970/01/12 03:22:00.000;1970/01/12 03:30:00.000;Variant 3;3;;1;;T2
488;Repair (Simple);SolverS2;1970/01/12 03:51:00.000;1970/01/12 04:06:00.000;Variant 3;3;;;;
488;Test Repair;Tester1;1970/01/12 04:06:00.000;1970/01/12 04:14:00.000;Variant 3;3;true;;1;
488;Inform User;System;1970/01/12 04:20:00.000;1970/01/12 04:20:00.000;Variant 3;3;;;;
488;Archive Repair;System;1970/01/12 04:23:00.000;1970/01/12 04:23:00.000;Variant 3;3;true;;1;
489;Register;System;1970/01/11 07:57:00.000;1970/01/11 07:57:00.000;Variant 1;1;;;;
489;Analyze Defect;Tester4;1970/01/11 07:57:00.000;1970/01/11 08:05:00.000;Variant 1;1;;9;;T2
489;Repair (Complex);SolverC3;1970/01/11 08:21:00.000;1970/01/11 09:02:00.000;Variant 1;1;;;;
489;Inform User;System;1970/01/11 08:40:00.000;1970/01/11 08:40:00.000;Variant 1;1;;;;
489;Test Repair;Tester6;1970/01/11 09:02:00.000;1970/01/11 09:09:00.000;Variant 1;1;true;;0;
489;Archive Repair;System;1970/01/11 09:15:00.000;1970/01/11 09:15:00.000;Variant 1;1;true;;0;
49;Register;System;1970/01/01 22:08:00.000;1970/01/01 22:08:00.000;Variant 6;6;;;;
49;Analyze Defect;Tester3;1970/01/01 22:08:00.000;1970/01/01 22:14:00.000;Variant 6;6;;2;;T1
49;Repair (Simple);SolverS1;1970/01/01 22:35:00.000;1970/01/01 22:41:00.000;Variant 6;6;;;;
49;Test Repair;Tester2;1970/01/01 22:41:00.000;1970/01/01 22:46:00.000;Variant 6;6;false;;1;
49;Inform User;System;1970/01/01 22:44:00.000;1970/01/01 22:44:00.000;Variant 6;6;;;;
49;Restart Repair;System;1970/01/01 22:51:00.000;1970/01/01 22:51:00.000;Variant 6;6;;;;
49;Repair (Simple);SolverS1;1970/01/01 22:51:00.000;1970/01/01 22:58:00.000;Variant 6;6;;;;
49;Test Repair;Tester1;1970/01/01 22:58:00.000;1970/01/01 23:07:00.000;Variant 6;6;false;;2;
49;Restart Repair;System;1970/01/01 23:13:00.000;1970/01/01 23:13:00.000;Variant 6;6;;;;
49;Repair (Simple);SolverS1;1970/01/01 23:13:00.000;1970/01/01 23:20:00.000;Variant 6;6;;;;
49;Test Repair;Tester1;1970/01/01 23:20:00.000;1970/01/01 23:30:00.000;Variant 6;6;false;;3;
49;Archive Repair;System;1970/01/01 23:35:00.000;1970/01/01 23:35:00.000;Variant 6;6;false;;3;
490;Register;System;1970/01/11 16:26:00.000;1970/01/11 16:26:00.000;Variant 17;17;;;;
490;Analyze Defect;Tester5;1970/01/11 16:26:00.000;1970/01/11 16:35:00.000;Variant 17;17;;4;;T3
490;Inform User;System;1970/01/11 16:50:00.000;1970/01/11 16:50:00.000;Variant 17;17;;;;
490;Repair (Simple);SolverS1;1970/01/11 17:04:00.000;1970/01/11 17:09:00.000;Variant 17;17;;;;
490;Test Repair;Tester2;1970/01/11 17:09:00.000;1970/01/11 17:17:00.000;Variant 17;17;false;;1;
490;Restart Repair;System;1970/01/11 17:24:00.000;1970/01/11 17:24:00.000;Variant 17;17;;;;
490;Repair (Simple);SolverS3;1970/01/11 17:24:00.000;1970/01/11 17:34:00.000;Variant 17;17;;;;
490;Test Repair;Tester3;1970/01/11 17:34:00.000;1970/01/11 17:39:00.000;Variant 17;17;true;;2;
490;Archive Repair;System;1970/01/11 17:45:00.000;1970/01/11 17:45:00.000;Variant 17;17;true;;2;
491;Register;System;1970/01/11 21:37:00.000;1970/01/11 21:37:00.000;Variant 23;23;;;;
491;Analyze Defect;Tester5;1970/01/11 21:37:00.000;1970/01/11 21:47:00.000;Variant 23;23;;9;;T1
491;Repair (Complex);SolverC2;1970/01/11 22:16:00.000;1970/01/11 22:30:00.000;Variant 23;23;;;;
491;Test Repair;Tester1;1970/01/11 22:30:00.000;1970/01/11 22:39:00.000;Variant 23;23;false;;0;
491;Inform User;System;1970/01/11 22:35:00.000;1970/01/11 22:35:00.000;Variant 23;23;;;;
491;Restart Repair;System;1970/01/11 22:45:00.000;1970/01/11 22:45:00.000;Variant 23;23;;;;
491;Repair (Complex);SolverC1;1970/01/11 22:45:00.000;1970/01/11 23:02:00.000;Variant 23;23;;;;
491;Test Repair;Tester2;1970/01/11 23:02:00.000;1970/01/11 23:09:00.000;Variant 23;23;true;;0;
491;Archive Repair;System;1970/01/11 23:16:00.000;1970/01/11 23:16:00.000;Variant 23;23;true;;0;
492;Register;System;1970/01/12 02:47:00.000;1970/01/12 02:47:00.000;Variant 16;16;;;;
492;Analyze Defect;Tester4;1970/01/12 02:47:00.000;1970/01/12 02:55:00.000;Variant 16;16;;3;;T3
492;Repair (Simple);SolverS1;1970/01/12 03:08:00.000;1970/01/12 03:13:00.000;Variant 16;16;;;;
492;Inform User;System;1970/01/12 03:12:00.000;1970/01/12 03:12:00.000;Variant 16;16;;;;
492;Test Repair;Tester2;1970/01/12 03:13:00.000;1970/01/12 03:21:00.000;Variant 16;16;false;;1;
492;Restart Repair;System;1970/01/12 03:29:00.000;1970/01/12 03:29:00.000;Variant 16;16;;;;
492;Repair (Simple);SolverS1;1970/01/12 03:29:00.000;1970/01/12 03:36:00.000;Variant 16;16;;;;
492;Test Repair;Tester2;1970/01/12 03:36:00.000;1970/01/12 03:46:00.000;Variant 16;16;false;;2;
492;Restart Repair;System;1970/01/12 03:52:00.000;1970/01/12 03:52:00.000;Variant 16;16;;;;
492;Repair (Simple);SolverS1;1970/01/12 03:52:00.000;1970/01/12 03:58:00.000;Variant 16;16;;;;
492;Test Repair;Tester5;1970/01/12 03:58:00.000;1970/01/12 04:06:00.000;Variant 16;16;false;;3;
492;Archive Repair;System;1970/01/12 04:16:00.000;1970/01/12 04:16:00.000;Variant 16;16;false;;3;
493;Register;System;1970/01/12 05:09:00.000;1970/01/12 05:09:00.000;Variant 58;58;;;;
493;Analyze Defect;Tester5;1970/01/12 05:09:00.000;1970/01/12 05:16:00.000;Variant 58;58;;5;;T3
493;Repair (Simple);SolverS1;1970/01/12 05:44:00.000;1970/01/12 05:51:00.000;Variant 58;58;;;;
493;Inform User;System;1970/01/12 05:47:00.000;1970/01/12 05:47:00.000;Variant 58;58;;;;
493;Test Repair;Tester6;1970/01/12 05:51:00.000;1970/01/12 06:01:00.000;Variant 58;58;false;;1;
493;Restart Repair;System;1970/01/12 06:09:00.000;1970/01/12 06:09:00.000;Variant 58;58;;;;
493;Repair (Simple);SolverS2;1970/01/12 06:09:00.000;1970/01/12 06:16:00.000;Variant 58;58;;;;
493;Test Repair;Tester1;1970/01/12 06:16:00.000;1970/01/12 06:22:00.000;Variant 58;58;false;;2;
493;Restart Repair;System;1970/01/12 06:28:00.000;1970/01/12 06:28:00.000;Variant 58;58;;;;
493;Repair (Complex);SolverC1;1970/01/12 06:28:00.000;1970/01/12 06:44:00.000;Variant 58;58;;;;
493;Test Repair;Tester3;1970/01/12 06:44:00.000;1970/01/12 06:53:00.000;Variant 58;58;true;;2;
493;Archive Repair;System;1970/01/12 06:58:00.000;1970/01/12 06:58:00.000;Variant 58;58;true;;2;
494;Register;System;1970/01/11 12:08:00.000;1970/01/11 12:08:00.000;Variant 1;1;;;;
494;Analyze Defect;Tester6;1970/01/11 12:08:00.000;1970/01/11 12:15:00.000;Variant 1;1;;9;;T2
494;Repair (Complex);SolverC1;1970/01/11 12:37:00.000;1970/01/11 12:50:00.000;Variant 1;1;;;;
494;Inform User;System;1970/01/11 12:38:00.000;1970/01/11 12:38:00.000;Variant 1;1;;;;
494;Test Repair;Tester3;1970/01/11 12:50:00.000;1970/01/11 12:56:00.000;Variant 1;1;true;;0;
494;Archive Repair;System;1970/01/11 13:03:00.000;1970/01/11 13:03:00.000;Variant 1;1;true;;0;
495;Register;System;1970/01/11 01:45:00.000;1970/01/11 01:45:00.000;Variant 3;3;;;;
495;Analyze Defect;Tester5;1970/01/11 01:45:00.000;1970/01/11 01:55:00.000;Variant 3;3;;6;;T2
495;Repair (Simple);SolverS3;1970/01/11 01:56:00.000;1970/01/11 02:09:00.000;Variant 3;3;;;;
495;Test Repair;Tester6;1970/01/11 02:09:00.000;1970/01/11 02:17:00.000;Variant 3;3;true;;1;
495;Inform User;System;1970/01/11 02:12:00.000;1970/01/11 02:12:00.000;Variant 3;3;;;;
495;Archive Repair;System;1970/01/11 02:26:00.000;1970/01/11 02:26:00.000;Variant 3;3;true;;1;
496;Register;System;1970/01/11 02:16:00.000;1970/01/11 02:16:00.000;Variant 7;7;;;;
496;Analyze Defect;Tester3;1970/01/11 02:16:00.000;1970/01/11 02:23:00.000;Variant 7;7;;3;;T2
496;Repair (Simple);SolverS1;1970/01/11 02:34:00.000;1970/01/11 02:41:00.000;Variant 7;7;;;;
496;Test Repair;Tester5;1970/01/11 02:41:00.000;1970/01/11 02:48:00.000;Variant 7;7;false;;1;
496;Inform User;System;1970/01/11 02:53:00.000;1970/01/11 02:53:00.000;Variant 7;7;;;;
496;Restart Repair;System;1970/01/11 02:56:00.000;1970/01/11 02:56:00.000;Variant 7;7;;;;
496;Repair (Simple);SolverS3;1970/01/11 02:56:00.000;1970/01/11 03:06:00.000;Variant 7;7;;;;
496;Test Repair;Tester2;1970/01/11 03:06:00.000;1970/01/11 03:16:00.000;Variant 7;7;true;;2;
496;Archive Repair;System;1970/01/11 03:23:00.000;1970/01/11 03:23:00.000;Variant 7;7;true;;2;
497;Register;System;1970/01/11 15:59:00.000;1970/01/11 15:59:00.000;Variant 1;1;;;;
497;Analyze Defect;Tester2;1970/01/11 15:59:00.000;1970/01/11 16:08:00.000;Variant 1;1;;7;;T1
497;Repair (Complex);SolverC3;1970/01/11 16:15:00.000;1970/01/11 16:58:00.000;Variant 1;1;;;;
497;Inform User;System;1970/01/11 16:42:00.000;1970/01/11 16:42:00.000;Variant 1;1;;;;
497;Test Repair;Tester2;1970/01/11 16:58:00.000;1970/01/11 17:05:00.000;Variant 1;1;true;;0;
497;Archive Repair;System;1970/01/11 17:10:00.000;1970/01/11 17:10:00.000;Variant 1;1;true;;0;
498;Register;System;1970/01/11 17:02:00.000;1970/01/11 17:02:00.000;Variant 2;2;;;;
498;Analyze Defect;Tester3;1970/01/11 17:02:00.000;1970/01/11 17:09:00.000;Variant 2;2;;7;;T3
498;Repair (Complex);SolverC1;1970/01/11 17:12:00.000;1970/01/11 17:32:00.000;Variant 2;2;;;;
498;Test Repair;Tester4;1970/01/11 17:32:00.000;1970/01/11 17:39:00.000;Variant 2;2;true;;0;
498;Inform User;System;1970/01/11 17:58:00.000;1970/01/11 17:58:00.000;Variant 2;2;;;;
498;Archive Repair;System;1970/01/11 17:58:00.000;1970/01/11 17:58:00.000;Variant 2;2;true;;0;
499;Register;System;1970/01/12 15:27:00.000;1970/01/12 15:27:00.000;Variant 4;4;;;;
499;Analyze Defect;Tester3;1970/01/12 15:27:00.000;1970/01/12 15:32:00.000;Variant 4;4;;10;;T3
499;Inform User;System;1970/01/12 15:53:00.000;1970/01/12 15:53:00.000;Variant 4;4;;;;
499;Repair (Complex);SolverC2;1970/01/12 16:01:00.000;1970/01/12 16:17:00.000;Variant 4;4;;;;
499;Test Repair;Tester6;1970/01/12 16:17:00.000;1970/01/12 16:22:00.000;Variant 4;4;true;;0;
499;Archive Repair;System;1970/01/12 16:28:00.000;1970/01/12 16:28:00.000;Variant 4;4;true;;0;
5;Register;System;1970/01/01 22:41:00.000;1970/01/01 22:41:00.000;Variant 2;2;;;;
5;Analyze Defect;Tester1;1970/01/01 22:41:00.000;1970/01/01 22:49:00.000;Variant 2;2;;5;;T1
5;Repair (Complex);SolverC2;1970/01/01 22:53:00.000;1970/01/01 23:06:00.000;Variant 2;2;;;;
5;Test Repair;Tester4;1970/01/01 23:06:00.000;1970/01/01 23:15:00.000;Variant 2;2;true;;0;
5;Inform User;System;1970/01/01 23:23:00.000;1970/01/01 23:23:00.000;Variant 2;2;;;;
5;Archive Repair;System;1970/01/01 23:25:00.000;1970/01/01 23:25:00.000;Variant 2;2;true;;0;
50;Register;System;1970/01/02 05:20:00.000;1970/01/02 05:20:00.000;Variant 2;2;;;;
50;Analyze Defect;Tester1;1970/01/02 05:20:00.000;1970/01/02 05:25:00.000;Variant 2;2;;9;;T3
50;Repair (Complex);SolverC1;1970/01/02 05:49:00.000;1970/01/02 06:00:00.000;Variant 2;2;;;;
50;Test Repair;Tester3;1970/01/02 06:00:00.000;1970/01/02 06:08:00.000;Variant 2;2;true;;0;
50;Inform User;System;1970/01/02 06:14:00.000;1970/01/02 06:14:00.000;Variant 2;2;;;;
50;Archive Repair;System;1970/01/02 06:14:00.000;1970/01/02 06:14:00.000;Variant 2;2;true;;0;
500;Register;System;1970/01/12 10:55:00.000;1970/01/12 10:55:00.000;Variant 28;28;;;;
500;Analyze Defect;Tester5;1970/01/12 10:55:00.000;1970/01/12 11:02:00.000;Variant 28;28;;10;;T2
500;Repair (Complex);SolverC1;1970/01/12 11:17:00.000;1970/01/12 11:28:00.000;Variant 28;28;;;;
500;Test Repair;Tester1;1970/01/12 11:28:00.000;1970/01/12 11:37:00.000;Variant 28;28;false;;0;
500;Inform User;System;1970/01/12 11:42:00.000;1970/01/12 11:42:00.000;Variant 28;28;;;;
500;Restart Repair;System;1970/01/12 11:45:00.000;1970/01/12 11:45:00.000;Variant 28;28;;;;
500;Repair (Complex);SolverC2;1970/01/12 11:45:00.000;1970/01/12 12:04:00.000;Variant 28;28;;;;
500;Test Repair;Tester5;1970/01/12 12:04:00.000;1970/01/12 12:11:00.000;Variant 28;28;false;;0;
500;Restart Repair;System;1970/01/12 12:21:00.000;1970/01/12 12:21:00.000;Variant 28;28;;;;
500;Repair (Complex);SolverC3;1970/01/12 12:21:00.000;1970/01/12 13:02:00.000;Variant 28;28;;;;
500;Test Repair;Tester3;1970/01/12 13:02:00.000;1970/01/12 13:09:00.000;Variant 28;28;true;;0;
500;Archive Repair;System;1970/01/12 13:15:00.000;1970/01/12 13:15:00.000;Variant 28;28;true;;0;
501;Register;System;1970/01/12 04:24:00.000;1970/01/12 04:24:00.000;Variant 41;41;;;;
501;Analyze Defect;Tester5;1970/01/12 04:24:00.000;1970/01/12 04:30:00.000;Variant 41;41;;10;;T3
501;Repair (Complex);SolverC2;1970/01/12 04:34:00.000;1970/01/12 04:47:00.000;Variant 41;41;;;;
501;Inform User;System;1970/01/12 04:45:00.000;1970/01/12 04:45:00.000;Variant 41;41;;;;
501;Test Repair;Tester3;1970/01/12 04:47:00.000;1970/01/12 04:52:00.000;Variant 41;41;false;;0;
501;Restart Repair;System;1970/01/12 04:58:00.000;1970/01/12 04:58:00.000;Variant 41;41;;;;
501;Repair (Complex);SolverC1;1970/01/12 04:58:00.000;1970/01/12 05:12:00.000;Variant 41;41;;;;
501;Test Repair;Tester2;1970/01/12 05:12:00.000;1970/01/12 05:20:00.000;Variant 41;41;false;;0;
501;Restart Repair;System;1970/01/12 05:26:00.000;1970/01/12 05:26:00.000;Variant 41;41;;;;
501;Repair (Complex);SolverC1;1970/01/12 05:26:00.000;1970/01/12 05:36:00.000;Variant 41;41;;;;
501;Test Repair;Tester5;1970/01/12 05:36:00.000;1970/01/12 05:42:00.000;Variant 41;41;false;;0;
501;Restart Repair;System;1970/01/12 05:51:00.000;1970/01/12 05:51:00.000;Variant 41;41;;;;
501;Repair (Complex);SolverC3;1970/01/12 05:51:00.000;1970/01/12 06:40:00.000;Variant 41;41;;;;
501;Test Repair;Tester1;1970/01/12 06:40:00.000;1970/01/12 06:48:00.000;Variant 41;41;true;;0;
501;Archive Repair;System;1970/01/12 06:53:00.000;1970/01/12 06:53:00.000;Variant 41;41;true;;0;
502;Register;System;1970/01/11 15:49:00.000;1970/01/11 15:49:00.000;Variant 2;2;;;;
502;Analyze Defect;Tester6;1970/01/11 15:49:00.000;1970/01/11 15:57:00.000;Variant 2;2;;10;;T1
502;Repair (Complex);SolverC1;1970/01/11 15:58:00.000;1970/01/11 16:16:00.000;Variant 2;2;;;;
502;Test Repair;Tester4;1970/01/11 16:16:00.000;1970/01/11 16:23:00.000;Variant 2;2;true;;0;
502;Inform User;System;1970/01/11 16:36:00.000;1970/01/11 16:36:00.000;Variant 2;2;;;;
502;Archive Repair;System;1970/01/11 16:36:00.000;1970/01/11 16:36:00.000;Variant 2;2;true;;0;
503;Register;System;1970/01/11 22:56:00.000;1970/01/11 22:56:00.000;Variant 9;9;;;;
503;Analyze Defect;Tester3;1970/01/11 22:56:00.000;1970/01/11 23:06:00.000;Variant 9;9;;3;;T2
503;Inform User;System;1970/01/11 23:31:00.000;1970/01/11 23:31:00.000;Variant 9;9;;;;
503;Repair (Simple);SolverS3;1970/01/11 23:34:00.000;1970/01/11 23:45:00.000;Variant 9;9;;;;
503;Test Repair;Tester4;1970/01/11 23:45:00.000;1970/01/11 23:51:00.000;Variant 9;9;true;;1;
503;Archive Repair;System;1970/01/11 23:59:00.000;1970/01/11 23:59:00.000;Variant 9;9;true;;1;
504;Register;System;1970/01/11 22:43:00.000;1970/01/11 22:43:00.000;Variant 5;5;;;;
504;Analyze Defect;Tester5;1970/01/11 22:43:00.000;1970/01/11 22:53:00.000;Variant 5;5;;1;;T1
504;Repair (Simple);SolverS3;1970/01/11 23:17:00.000;1970/01/11 23:32:00.000;Variant 5;5;;;;
504;Inform User;System;1970/01/11 23:29:00.000;1970/01/11 23:29:00.000;Variant 5;5;;;;
504;Test Repair;Tester6;1970/01/11 23:32:00.000;1970/01/11 23:38:00.000;Variant 5;5;true;;1;
504;Archive Repair;System;1970/01/11 23:45:00.000;1970/01/11 23:45:00.000;Variant 5;5;true;;1;
505;Register;System;1970/01/11 10:46:00.000;1970/01/11 10:46:00.000;Variant 2;2;;;;
505;Analyze Defect;Tester2;1970/01/11 10:46:00.000;1970/01/11 10:52:00.000;Variant 2;2;;10;;T1
505;Repair (Complex);SolverC1;1970/01/11 11:07:00.000;1970/01/11 11:24:00.000;Variant 2;2;;;;
505;Test Repair;Tester3;1970/01/11 11:24:00.000;1970/01/11 11:34:00.000;Variant 2;2;true;;0;
505;Inform User;System;1970/01/11 11:35:00.000;1970/01/11 11:35:00.000;Variant 2;2;;;;
505;Archive Repair;System;1970/01/11 11:39:00.000;1970/01/11 11:39:00.000;Variant 2;2;true;;0;
506;Register;System;1970/01/12 22:10:00.000;1970/01/12 22:10:00.000;Variant 19;19;;;;
506;Analyze Defect;Tester6;1970/01/12 22:10:00.000;1970/01/12 22:18:00.000;Variant 19;19;;10;;T1
506;Repair (Complex);SolverC2;1970/01/12 22:35:00.000;1970/01/12 22:46:00.000;Variant 19;19;;;;
506;Test Repair;Tester5;1970/01/12 22:46:00.000;1970/01/12 22:52:00.000;Variant 19;19;false;;0;
506;Restart Repair;System;1970/01/12 22:59:00.000;1970/01/12 22:59:00.000;Variant 19;19;;;;
506;Repair (Complex);SolverC1;1970/01/12 22:59:00.000;1970/01/12 23:13:00.000;Variant 19;19;;;;
506;Inform User;System;1970/01/12 23:08:00.000;1970/01/12 23:08:00.000;Variant 19;19;;;;
506;Test Repair;Tester4;1970/01/12 23:13:00.000;1970/01/12 23:22:00.000;Variant 19;19;true;;0;
506;Archive Repair;System;1970/01/12 23:32:00.000;1970/01/12 23:32:00.000;Variant 19;19;true;;0;
507;Register;System;1970/01/12 19:48:00.000;1970/01/12 19:48:00.000;Variant 6;6;;;;
507;Analyze Defect;Tester6;1970/01/12 19:48:00.000;1970/01/12 19:58:00.000;Variant 6;6;;2;;T3
507;Repair (Simple);SolverS1;1970/01/12 20:20:00.000;1970/01/12 20:27:00.000;Variant 6;6;;;;
507;Test Repair;Tester2;1970/01/12 20:27:00.000;1970/01/12 20:34:00.000;Variant 6;6;false;;1;
507;Inform User;System;1970/01/12 20:39:00.000;1970/01/12 20:39:00.000;Variant 6;6;;;;
507;Restart Repair;System;1970/01/12 20:43:00.000;1970/01/12 20:43:00.000;Variant 6;6;;;;
507;Repair (Simple);SolverS1;1970/01/12 20:43:00.000;1970/01/12 20:50:00.000;Variant 6;6;;;;
507;Test Repair;Tester1;1970/01/12 20:50:00.000;1970/01/12 20:59:00.000;Variant 6;6;false;;2;
507;Restart Repair;System;1970/01/12 21:04:00.000;1970/01/12 21:04:00.000;Variant 6;6;;;;
507;Repair (Simple);SolverS2;1970/01/12 21:04:00.000;1970/01/12 21:13:00.000;Variant 6;6;;;;
507;Test Repair;Tester1;1970/01/12 21:13:00.000;1970/01/12 21:20:00.000;Variant 6;6;true;;3;
507;Archive Repair;System;1970/01/12 21:26:00.000;1970/01/12 21:26:00.000;Variant 6;6;true;;3;
508;Register;System;1970/01/12 13:42:00.000;1970/01/12 13:42:00.000;Variant 3;3;;;;
508;Analyze Defect;Tester4;1970/01/12 13:42:00.000;1970/01/12 13:52:00.000;Variant 3;3;;3;;T3
508;Repair (Simple);SolverS3;1970/01/12 13:54:00.000;1970/01/12 14:11:00.000;Variant 3;3;;;;
508;Test Repair;Tester4;1970/01/12 14:11:00.000;1970/01/12 14:19:00.000;Variant 3;3;true;;1;
508;Inform User;System;1970/01/12 14:13:00.000;1970/01/12 14:13:00.000;Variant 3;3;;;;
508;Archive Repair;System;1970/01/12 14:29:00.000;1970/01/12 14:29:00.000;Variant 3;3;true;;1;
509;Register;System;1970/01/12 04:55:00.000;1970/01/12 04:55:00.000;Variant 1;1;;;;
509;Analyze Defect;Tester6;1970/01/12 04:55:00.000;1970/01/12 05:05:00.000;Variant 1;1;;8;;T1
509;Repair (Complex);SolverC2;1970/01/12 05:31:00.000;1970/01/12 05:46:00.000;Variant 1;1;;;;
509;Inform User;System;1970/01/12 05:40:00.000;1970/01/12 05:40:00.000;Variant 1;1;;;;
509;Test Repair;Tester2;1970/01/12 05:46:00.000;1970/01/12 05:54:00.000;Variant 1;1;true;;0;
509;Archive Repair;System;1970/01/12 06:01:00.000;1970/01/12 06:01:00.000;Variant 1;1;true;;0;
51;Register;System;1970/01/03 01:39:00.000;1970/01/03 01:39:00.000;Variant 9;9;;;;
51;Analyze Defect;Tester4;1970/01/03 01:39:00.000;1970/01/03 01:46:00.000;Variant 9;9;;3;;T3
51;Inform User;System;1970/01/03 02:09:00.000;1970/01/03 02:09:00.000;Variant 9;9;;;;
51;Repair (Simple);SolverS3;1970/01/03 02:16:00.000;1970/01/03 02:32:00.000;Variant 9;9;;;;
51;Test Repair;Tester1;1970/01/03 02:32:00.000;1970/01/03 02:41:00.000;Variant 9;9;true;;1;
51;Archive Repair;System;1970/01/03 02:51:00.000;1970/01/03 02:51:00.000;Variant 9;9;true;;1;
510;Register;System;1970/01/12 03:25:00.000;1970/01/12 03:25:00.000;Variant 1;1;;;;
510;Analyze Defect;Tester5;1970/01/12 03:25:00.000;1970/01/12 03:34:00.000;Variant 1;1;;7;;T2
510;Repair (Complex);SolverC2;1970/01/12 04:02:00.000;1970/01/12 04:14:00.000;Variant 1;1;;;;
510;Inform User;System;1970/01/12 04:12:00.000;1970/01/12 04:12:00.000;Variant 1;1;;;;
510;Test Repair;Tester6;1970/01/12 04:14:00.000;1970/01/12 04:24:00.000;Variant 1;1;true;;0;
510;Archive Repair;System;1970/01/12 04:32:00.000;1970/01/12 04:32:00.000;Variant 1;1;true;;0;
511;Register;System;1970/01/11 18:23:00.000;1970/01/11 18:23:00.000;Variant 1;1;;;;
511;Analyze Defect;Tester6;1970/01/11 18:23:00.000;1970/01/11 18:29:00.000;Variant 1;1;;5;;T1
511;Repair (Complex);SolverC1;1970/01/11 18:33:00.000;1970/01/11 18:49:00.000;Variant 1;1;;;;
511;Inform User;System;1970/01/11 18:45:00.000;1970/01/11 18:45:00.000;Variant 1;1;;;;
511;Test Repair;Tester3;1970/01/11 18:49:00.000;1970/01/11 18:58:00.000;Variant 1;1;true;;0;
511;Archive Repair;System;1970/01/11 19:04:00.000;1970/01/11 19:04:00.000;Variant 1;1;true;;0;
512;Register;System;1970/01/11 09:49:00.000;1970/01/11 09:49:00.000;Variant 2;2;;;;
512;Analyze Defect;Tester3;1970/01/11 09:49:00.000;1970/01/11 09:58:00.000;Variant 2;2;;9;;T1
512;Repair (Complex);SolverC1;1970/01/11 10:07:00.000;1970/01/11 10:17:00.000;Variant 2;2;;;;
512;Test Repair;Tester5;1970/01/11 10:17:00.000;1970/01/11 10:24:00.000;Variant 2;2;true;;0;
512;Inform User;System;1970/01/11 10:41:00.000;1970/01/11 10:41:00.000;Variant 2;2;;;;
512;Archive Repair;System;1970/01/11 10:41:00.000;1970/01/11 10:41:00.000;Variant 2;2;true;;0;
513;Register;System;1970/01/12 06:29:00.000;1970/01/12 06:29:00.000;Variant 5;5;;;;
513;Analyze Defect;Tester6;1970/01/12 06:29:00.000;1970/01/12 06:38:00.000;Variant 5;5;;2;;T2
513;Repair (Simple);SolverS2;1970/01/12 07:06:00.000;1970/01/12 07:21:00.000;Variant 5;5;;;;
513;Inform User;System;1970/01/12 07:13:00.000;1970/01/12 07:13:00.000;Variant 5;5;;;;
513;Test Repair;Tester6;1970/01/12 07:21:00.000;1970/01/12 07:31:00.000;Variant 5;5;true;;1;
513;Archive Repair;System;1970/01/12 07:40:00.000;1970/01/12 07:40:00.000;Variant 5;5;true;;1;
